id,name,category,city,address,rating,reviews_count,site,phone
c_000246,АО «Апекс Медиа»,Автосервис,Краснодар,"ул. Садовая, д. 112, офис 16",3.9,91,https://apex-media-463.ru,+7 (831) 819-97-25
c_001096,ИП Виноградов В. П.,Охранное предприятие,Уфа,"ул. Победы, д. 19, офис 228",4.5,196,https://ip-513.ru,
c_001029,ООО «Каскад Сервис»,Медицинский центр,Краснодар,"ул. Северная, д. 35, офис 66",4.1,50,https://kaskad-service-254.ru,+7 (495) 699-88-30
c_001173,ООО «Полёт Трейд»,Оптовая торговля,Сочи,"ул. Кирова, д. 5",3.4,17,https://polet-trade-883.ru,+7 (495) 945-26-12
c_001037,«Каскад Тех»,Образовательный центр,Нижний Новгород,"ул. Южная, д. 5, офис 132",4.8,92,,+7 (925) 879-66-22
c_001080,«Монолит Трейд»,Логистика,Казань,"ул. Победы, д. 120",4.7,17,,+7 (863) 690-59-11
c_001166,«Заря Медиа»,Медицинский центр,Волгоград,"ул. Гагарина, д. 7, офис 256",4.6,21,https://zarya-media-230.ru,+7 (812) 813-15-29
c_001186,ООО «Опора Медиа»,Строительная компания,Ростов-на-Дону,"ул. Набережная, д. 9, офис 305",7.2,234,http://opora-media-254.ru,+7 (495) 977-40-71
c_001121,ООО «Темп Плюс»,Риэлторское агентство,Москва,"ул. Северная, д. 83",3.9,21,https://temp-plus-873.ru,+7 (863) 769-89-31
c_001091,ООО «Ритм Сервис»,Кофейня,Новосибирск,"ул. Кирова, д. 98, офис 129",4.6,110,https://ritm-service-709.ru,+7
c_001187,ООО «Каскад Строй»,IT-интегратор,Нижний Новгород,"ул. Гагарина, д. 110",3.5,много,https://kaskad-stroy-39.ru,+7 (863) 270-55-58
c_001093,ООО «Монолит Групп»,Строительная компания,Тюмень,"ул. Набережная, д. 86",4.9,473,,+7 (383) 217-80-57
c_001065,ИП Павлов С. А.,Риэлторское агентство,Казань,"ул. Школьная, д. 80",4.7,20,https://ip-606.ru,+7 (831) 712-48-94
c_001035,ООО «Стимул Плюс»,Охранное предприятие,Москва,"ул. Парковая, д. 43, офис 327",4.4,40,http://stimul-plus-813.net,+7 (916) 696-54-49
c_001049,«Ритм Сервис»,Производство мебели,Волгоград,"ул. Центральная, д. 36",4.8,252,https://ritm-service-984.ru,+7 (961) 450-35-67
c_001050,ООО «Кварц Тех»,IT-интегратор,Москва,"ул. Садовая, д. 60, офис 376",4.5,44,,+7 (499) 926-94-52
c_001075,ООО «Восток Групп»,Риэлторское агентство,Уфа,"ул. Мира, д. 72",4.1,133,https://vostok-group-162.ru,+7 (343) 799-87-58
,,,,,,,,
,,,,,,,,
